441,71,[2016-06-24 17:32 :11] 난. 자살 소년에서 커플이 나올까 그것도 걱정된 ㄴ다
441,72,아무도 안 치이고 안치고 ..
441,73,[2016-06-24 17:33 :13] 학교... 스트레스... 자살.. 하자.. 내 자신의 의지로...
441,74,[2016-06-24 17:33 :21] 자살.... 해야 징~ 자살~~ https: //t .co /K43OQXM72I
441,75,[2016-06-24 17:33 :38] @19ddang 아아녜요 자살 안 햇ㅇ 오..!!!( 데 런님의 죽음을 막 ㄱ 는다..!
441,76,"[2016-06-24 17:34 :33] RT @DAKDU: 이것도 옵치 카피 페봇 썰 보고.. 나름 정크 메이,,,, ㅜ 정크 랫 너무 어렵게 생겼어,, 이런 이미지 맞나?"
441,77,"원래 미치광이 st 인데 내가 그리니까 완전,,,,,( 자살) https: //t .co /NOga6PYrhe"
441,78,[2016-06-24 17:34 :38] 나 이 거 저장했는데 잘라서 써야지!
441,79,자살 맨 히 히 힣 https: //t .co /3d2aeRVrDp
441,80,[2016-06-24 17:35 :44] @k63755621 ????? 자살준비는 왜 째서... 쟤 못 생겼어요.
441,81,( 탕탕)
441,82,[2016-06-24 17:36 :26] RT @Xena _CN: 사실 한강 하류에 출몰하는 거라
441,83,우리가 자살 명소라 생각하는 한강 다리 부근인 한강 중류에는 거의 없을 거 같은데 이거 알려 지면 자살방지 효과 없어 지니까 비밀입니다~
441,84,데 헷 https: //t .co /lNQCDnLY6d
441,85,[2016-06-24 17:37 :37] RT @hiyo _kr: [ 창작/ 단편] 우리는 누구나 죽음을 선택할 수 있습니다
441,86,마흔이 넘으면 자살의 자유가 주어지는 세계관. 뒷부분을 전부 그려서 다시 올려 봐요!
441,87,소재주의 ㅠ_ㅠ
441,88,풀 링크 ▶https: //t .co /6DhE9P996b https: //t.…
441,89,[2016-06-24 17:39 :00] RT @Xena _CN: 한강 자살 방지 캠페인으로 이 짤을 보는 것만큼 효과적인 것도 없을 듯. 종종 한강 물 온도 따듯하냐고 묻는 아재들한테 지금 물 온도가 중요한 게 아니 https: //t .co /pq00XydQr0
441,90,[2016-06-24 17:39 :27] 헉.... 나 인간 쓰렉 ㅇ 이..... 챼 님한테....( 자살)
441,91,[2016-06-24 17:39 :31] 자야지.
441,92,자살 희망자 얘기 다 보고 싶었는데...
441,93,[2016-06-24 17:40 :20] 자살 욕구 빠밤
441,94,[2016-06-24 17:40 :45] RT @Xena _CN: 한강 자살 방지 캠페인으로 이 짤을 보는 것만큼 효과적인 것도 없을 듯. 종종 한강 물 온도 따듯하냐고 묻는 아재들한테 지금 물 온도가 중요한 게 아니 https: //t .co /pq00XydQr0
441,95,[2016-06-24 17:41 :45] RT @BTS _DALSHU: @BTS _DALSHU 이 친구는 이혼하신 부모님 중 엄마와 같이 살고 있는 아이입니다.
441,96,어느 날 아빠가 이 친구를 집에 데려가 감금을 하며 학교를 가지 못하게 하고 술 마신 후에는 욕을 하였습니다.
441,97,그걸 견디지 못한 친구는…
441,98,[2016-06-24 17:42 :08] RT @Xena _CN: 한강 자살 방지 캠페인으로 이 짤을 보는 것만큼 효과적인 것도 없을 듯. 종종 한강 물 온도 따듯하냐고 묻는 아재들한테 지금 물 온도가 중요한 게 아니 https: //t .co /pq00XydQr0
441,99,"[2016-06-24 17:42 :38] 아이고 내 성적 어떡하니 자살 되어 진다,,,"
